Date,SPY Put/Call Ratio,SPY Put Volume,SPY Call Volume,Total SPY Options Volume
1/16/19,1.82,1038265,570177,1608442
1/17/19,1.29,718279,557944,1276223
1/18/19,1.37,1169947,856156,2026103
1/22/19,1.47,834397,568522,1402919
1/23/19,1.9,674880,354380,1029260
1/24/19,1.84,520523,283621,804144
1/25/19,1.23,661276,536833,1198109
1/28/19,1.64,676850,413741,1090591
1/29/19,1.81,431359,238176,669535
1/30/19,1.29,693251,539373,1232624
1/31/19,1.29,801481,621764,1423245
2/1/19,1.87,1010246,540647,1550893
2/4/19,1.52,559798,367489,927287
2/5/19,1.48,660039,447280,1107319
2/6/19,1.72,770362,447716,1218078
2/7/19,1.62,828900,513148,1342048
2/8/19,2.26,834624,370096,1204720
2/11/19,1.44,589251,410103,999354
2/12/19,1.43,617626,432791,1050417
2/13/19,2,988510,494137,1482647
2/14/19,1.42,764561,539908,1304469
2/15/19,1.35,724357,535097,1259454
2/19/19,1.58,560748,353914,914662
2/20/19,1.41,538335,382660,920995
2/21/19,1.62,722711,446819,1169530
2/22/19,1.82,749419,412075,1161494
2/25/19,2.03,773569,380585,1154154
2/26/19,1.8,692160,384302,1076462
2/27/19,2.02,592151,293641,885792
2/28/19,1.82,725962,398079,1124041
3/1/19,1.94,799903,412851,1212754
3/4/19,1.93,932500,484236,1416736
3/5/19,1.88,612075,326279,938354
3/6/19,1.7,687229,404557,1091786
3/7/19,1.6,863033,540517,1403550
3/8/19,1.64,961429,585696,1547125
3/11/19,1.58,743601,471790,1215391
3/12/19,1.54,653129,423265,1076394
3/13/19,1.72,1028993,599361,1628354
3/14/19,1.61,704976,437844,1142820
3/15/19,1.71,935904,548305,1484209
3/18/19,1.44,694181,482539,1176720
3/19/19,1.9,879918,464286,1344204
3/20/19,1.57,739639,472454,1212093
3/21/19,1.49,560740,377114,937854
3/22/19,1.72,946061,549845,1495906
3/25/19,1.66,673509,405005,1078514
3/26/19,1.96,633310,323716,957026
3/27/19,1.74,678930,391191,1070121
3/28/19,1.28,508709,398360,907069
3/29/19,1.69,769926,455788,1225714
4/1/19,1.37,798928,583105,1382033
4/2/19,1.74,584173,336430,920603
4/3/19,1.47,860852,587047,1447899
4/4/19,1.45,535018,368716,903734
4/5/19,1.35,663280,490636,1153916
4/8/19,1.36,550813,405847,956660
4/9/19,1.5,631057,420970,1052027
4/10/19,2.14,529212,247624,776836
4/11/19,2.16,453781,209948,663729
4/12/19,1.55,715908,461482,1177390
4/15/19,1.67,651390,388972,1040362
4/16/19,2.11,663387,314483,977870
4/17/19,1.39,957254,689825,1647079
4/18/19,1.79,812506,453137,1265643
4/22/19,1.46,616588,420961,1037549
4/23/19,1.54,736314,478832,1215146
4/24/19,1.84,687941,372980,1060921
4/25/19,1.79,599675,334206,933881
4/26/19,1.87,690361,369993,1060354
4/29/19,1.58,742111,469695,1211806
4/30/19,1.97,857230,434733,1291963
5/1/19,1.7,827139,486485,1313624
5/2/19,1.52,795629,522551,1318180
5/3/19,1.88,814878,433061,1247939
5/6/19,2.13,1000611,469637,1470248
5/7/19,2.31,1268961,549524,1818485
5/8/19,1.99,876192,440940,1317132
5/9/19,2.54,1234842,487027,1721869
5/10/19,1.93,1185289,614127,1799416
5/13/19,1.72,1154530,670039,1824569
5/14/19,1.95,870323,446088,1316411
5/15/19,1.9,809699,425732,1235431
5/16/19,1.32,855392,648108,1503500
5/17/19,1.98,936388,471744,1408132
5/20/19,1.8,625694,347180,972874
5/21/19,1.87,586304,314042,900346
5/22/19,1.73,714987,412141,1127128
5/23/19,1.6,911879,568671,1480550
5/24/19,1.81,709908,393089,1102997
5/28/19,1.93,792296,410605,1202901
5/29/19,2.06,1362498,660667,2023165
5/30/19,1.76,766728,436588,1203316
5/31/19,1.64,1254971,765966,2020937
6/3/19,1.88,994491,528380,1522871
6/4/19,1.52,754685,497267,1251952
6/5/19,1.6,787692,490872,1278564
6/6/19,1.41,648601,459180,1107781
6/7/19,1.48,1005062,677857,1682919
6/10/19,1.06,632220,594174,1226394
6/11/19,1.43,618645,433131,1051776
6/12/19,1.55,630528,406398,1036926
6/13/19,1.83,548496,299093,847589
6/14/19,1.87,693966,371757,1065723
6/17/19,1.97,683650,346774,1030424
6/18/19,1.48,917393,620876,1538269
6/19/19,1.52,934526,613091,1547617
6/20/19,1.24,1184418,955367,2139785
6/21/19,1.77,978334,552460,1530794
6/24/19,1.39,582845,420647,1003492
6/25/19,1.75,870817,498980,1369797
6/26/19,1.62,657138,406823,1063961
6/27/19,1.7,581867,342030,923897
6/28/19,1.36,812329,597086,1409415
7/1/19,1.52,896680,588392,1485072
7/2/19,1.53,622888,406692,1029580
7/3/19,1.09,537018,491688,1028706
7/5/19,1.64,842870,512931,1355801
7/8/19,1.62,818527,505744,1324271
7/9/19,2.14,510456,238098,748554
7/10/19,1.72,751693,437856,1189549
7/11/19,1.82,628855,346209,975064
7/12/19,1.87,806351,432342,1238693
7/15/19,1.82,769254,423250,1192504
7/16/19,1.72,764459,445669,1210128
7/17/19,1.99,843354,422817,1266171
7/18/19,1.74,868223,498787,1367010
7/19/19,2.43,1116852,459129,1575981
7/22/19,1.8,650902,362096,1012998
7/23/19,1.61,493915,307064,800979
7/24/19,1.53,727622,474025,1201647
7/25/19,1.95,554199,284098,838297
7/26/19,1.63,653213,400541,1053754
7/29/19,1.94,580589,299089,879678
7/30/19,2.19,639910,292379,932289
7/31/19,1.99,859131,430665,1289796
8/1/19,2.55,1178395,462489,1640884
8/2/19,2.53,1414228,558977,1973205
8/5/19,2.58,1878024,728398,2606422
8/6/19,2.18,1187143,544902,1732045
8/7/19,1.85,969175,523650,1492825
8/8/19,1.72,806755,467720,1274475
8/9/19,1.64,884223,538668,1422891
8/12/19,2.31,829628,359674,1189302
8/13/19,2.2,878361,399568,1277929
8/14/19,2.31,1509056,654281,2163337
8/15/19,2.3,1026377,446150,1472527
8/16/19,2.22,1163128,524166,1687294
8/19/19,2.33,878611,376727,1255338
8/20/19,2.21,600551,271203,871754
8/21/19,2.87,954279,332304,1286583
8/22/19,2.04,596809,292688,889497
8/23/19,1.92,1271822,663921,1935743
8/26/19,2.22,915295,412296,1327591
8/27/19,2.15,726819,337874,1064693
8/28/19,2.1,880489,419498,1299987
8/29/19,2.26,832222,367755,1199977
8/30/19,2.38,1108930,465111,1574041
9/3/19,2.08,799845,383851,1183696
9/4/19,2.25,868234,386065,1254299
9/5/19,1.62,920801,568747,1489548
9/6/19,2.26,946372,417866,1364238
9/9/19,2.26,908147,401252,1309399
9/10/19,1.61,624056,388376,1012432
9/11/19,1.56,748289,480779,1229068
9/12/19,1.7,899791,529657,1429448
9/13/19,2.09,930004,445323,1375327
9/16/19,2.28,840356,368293,1208649
9/17/19,1.78,681981,383912,1065893
9/18/19,1.83,1157630,633139,1790769
9/19/19,1.85,1004037,542390,1546427
9/20/19,1.95,1040919,532987,1573906
9/23/19,2.29,785150,342329,1127479
9/24/19,2.49,1078691,434013,1512704
9/25/19,2.03,878650,432089,1310739
9/26/19,1.9,613227,322507,935734
9/27/19,2.31,1277097,552515,1829612
9/30/19,2.26,831789,368628,1200417
10/1/19,2.07,818005,395722,1213727
10/2/19,1.82,1463102,804358,2267460
10/3/19,2.42,1094088,453028,1547116
10/4/19,2.32,1015727,437756,1453483
